ip_origem,tentativas_total,falhas,usuarios_distintos,intervalo_medio_seg,fracao_noturna,usuarios_inexistentes,sucesso_apos_falhas,portas_distintas,label
10.5.108.57,6,1,1,3187.7,0.213,0,0,1,benigno
10.254.143.29,200,197,41,1.9,0.678,10,0,2,brute_force
10.148.191.225,7,2,3,3232.4,0.333,0,1,1,benigno
10.141.75.82,7,2,1,3963.1,0.283,0,0,1,benigno
10.136.157.234,11,1,1,1987.4,0.107,0,0,1,benigno
10.79.20.198,7,0,1,5877.5,0.027,0,1,2,benigno
10.185.19.175,196,168,28,3.8,0.342,13,0,1,brute_force
10.155.74.5,9,1,2,2008.5,0.141,0,0,1,benigno
10.139.19.138,11,0,2,3495.6,0.237,0,0,1,benigno
10.89.194.232,151,1,1,619.0,0.073,0,1,1,benigno
10.50.150.94,7,0,1,6325.3,0.0,0,0,1,benigno
10.50.203.117,8,0,1,1440.0,0.151,0,0,2,benigno
10.136.59.148,7,0,1,3769.1,0.19,0,1,1,benigno
10.147.129.19,9,1,2,4454.8,0.173,0,0,1,benigno
10.222.123.10,13,9,4,696.3,0.569,2,0,1,brute_force
10.156.104.235,7,1,1,2103.5,0.309,0,1,1,benigno
10.25.175.33,6,0,2,6267.2,0.088,0,0,1,benigno
10.180.35.126,6,0,1,2025.9,0.039,0,1,1,benigno
10.171.102.227,140,0,1,363.3,0.178,0,1,1,benigno
10.114.161.231,196,181,28,1.8,0.531,10,0,1,brute_force
10.100.120.72,4,0,1,3372.8,0.383,0,0,1,benigno
10.182.53.34,14,0,3,2325.0,0.63,0,0,1,benigno
10.19.11.48,214,191,26,3.1,0.605,11,0,3,brute_force
10.164.103.140,7,1,1,1872.6,0.052,0,1,1,benigno
10.45.218.43,5,1,3,3272.8,0.087,0,0,2,benigno
10.189.16.113,8,0,1,2922.8,0.308,0,0,2,benigno
10.229.54.34,14,13,1,3118.8,0.286,0,1,1,benigno
10.225.185.30,7,0,2,4471.0,0.015,0,0,1,benigno
10.26.71.134,12,9,1,6243.6,0.184,0,0,1,benigno
10.53.46.245,4,0,2,2606.7,0.044,0,0,2,benigno
10.132.157.100,4,0,2,1564.7,0.076,0,1,1,benigno
10.239.165.69,9,7,3,1328.8,0.521,1,0,1,brute_force
10.86.23.34,12,9,4,509.9,0.152,1,0,2,brute_force
10.146.229.36,12,1,3,6174.4,0.217,0,0,1,benigno
10.58.71.108,7,1,2,1845.1,0.12,0,0,2,benigno
10.119.116.90,9,0,1,3186.6,0.289,0,0,1,benigno
10.186.180.241,5,0,2,6616.8,0.24,0,0,1,benigno
10.109.72.79,17,1,1,1534.9,0.763,0,0,1,benigno
10.69.253.11,7,0,1,4379.0,0.297,0,1,1,benigno
10.250.218.141,3,0,1,4589.2,0.178,0,1,1,benigno
10.133.19.215,12,0,1,6994.7,0.097,0,0,2,benigno
10.44.110.80,7,2,2,2009.0,0.115,0,0,2,benigno
10.147.54.172,8,0,1,2086.9,0.118,0,0,2,benigno
10.153.86.48,9,0,3,2410.4,0.126,0,0,2,benigno
10.206.41.156,5,2,3,2624.0,0.148,0,0,2,benigno
10.136.52.140,4,0,1,1854.2,0.038,0,0,1,benigno
10.22.20.132,197,182,32,1.9,0.677,16,0,2,brute_force
10.173.83.155,7,6,4,1041.2,0.639,2,0,1,brute_force
10.166.16.7,193,182,28,4.3,0.407,18,0,1,brute_force
10.169.207.70,9,0,2,7506.0,0.023,0,1,1,benigno
10.51.55.192,5,0,1,3749.1,0.029,0,0,1,benigno
10.20.112.230,10,0,1,6429.9,0.339,0,1,1,benigno
10.145.173.111,11,0,1,1093.8,0.323,0,1,1,benigno
10.74.71.136,133,2,1,627.7,0.181,0,0,1,benigno
10.99.106.40,11,0,1,2823.8,0.114,0,0,1,benigno
10.85.31.238,15,0,1,1325.1,0.92,0,0,1,benigno
10.253.202.177,5,0,2,2490.7,0.445,0,0,1,benigno
10.225.161.170,6,0,1,1801.2,0.306,0,0,1,benigno
10.145.82.216,9,0,2,5440.8,0.074,0,0,1,benigno
10.22.190.6,9,0,3,2636.6,0.072,0,0,1,benigno
10.32.203.30,4,1,3,4347.7,0.269,0,0,1,benigno
10.200.52.32,12,2,1,1977.2,0.221,1,1,1,benigno
10.28.99.190,156,1,1,760.0,0.147,0,0,1,benigno
10.49.223.3,7,0,2,3730.7,0.01,0,0,1,benigno
10.81.50.73,2,2,1,2139.9,0.175,0,0,1,benigno
10.4.58.183,8,1,1,2551.0,0.041,0,0,2,benigno
10.96.172.185,10,1,2,2286.2,0.453,0,0,1,benigno
10.34.72.40,9,6,4,2393.3,0.496,1,0,1,brute_force
10.55.116.86,12,0,2,2166.5,0.025,0,0,1,benigno
10.230.201.90,7,1,3,3865.6,0.103,0,0,2,benigno
10.211.144.58,188,177,29,1.2,0.548,10,0,3,brute_force
10.6.196.22,12,1,2,7662.1,0.396,0,0,1,benigno
10.202.27.174,6,0,1,4483.8,0.034,0,0,2,benigno
10.22.157.100,7,0,1,735.8,0.301,0,0,1,benigno
10.232.79.180,11,1,1,4548.6,0.789,0,0,1,benigno
10.17.237.40,6,2,1,1110.9,0.244,0,1,1,benigno
10.186.193.241,10,0,1,1867.1,0.231,0,0,2,benigno
10.93.30.154,196,166,27,6.1,0.843,16,0,2,brute_force
10.65.131.28,6,1,1,2847.4,0.359,0,0,2,benigno
10.143.139.226,7,2,2,1802.5,0.363,0,0,2,benigno
10.117.231.207,5,1,2,2121.8,0.004,0,1,2,benigno
10.204.67.93,197,185,28,1.3,0.852,8,0,1,brute_force
10.237.150.12,11,8,4,5805.3,0.371,1,0,2,brute_force
10.28.156.31,6,1,3,4797.8,0.421,0,0,1,benigno
10.169.208.64,17,1,2,2499.6,0.729,1,0,1,benigno
10.141.186.90,12,2,2,1727.1,0.307,0,0,1,benigno
10.20.161.110,7,1,3,2162.3,0.029,0,0,1,benigno
10.110.35.124,10,1,2,5218.2,0.261,0,0,1,benigno
10.130.140.150,204,181,22,0.6,0.378,16,0,2,brute_force
10.76.100.56,5,1,1,7252.4,0.016,0,0,1,benigno
10.186.27.68,6,1,2,2409.7,0.059,0,0,2,benigno
10.140.202.176,151,2,1,375.2,0.392,0,0,2,benigno
10.177.73.2,4,0,3,4762.1,0.237,0,0,1,benigno
10.42.214.1,6,0,2,1337.8,0.01,0,0,1,benigno
10.180.158.20,6,1,2,2844.5,0.071,0,0,2,benigno
10.43.235.217,7,0,1,1912.6,0.129,0,1,1,benigno
10.196.18.34,8,2,2,4627.2,0.117,0,0,1,benigno
10.254.31.5,4,1,1,1237.1,0.233,0,1,1,benigno
10.67.180.160,167,1,1,757.0,0.01,0,0,1,benigno
10.153.166.192,7,0,1,2642.2,0.377,0,0,1,benigno
10.234.4.221,5,0,1,6561.8,0.177,0,1,1,benigno
10.131.104.142,5,0,1,3363.6,0.256,0,0,1,benigno
10.105.244.171,207,204,29,4.0,0.351,12,0,1,brute_force
10.151.48.239,134,1,1,818.8,0.091,0,0,1,benigno
10.85.59.142,14,1,1,4128.8,0.844,0,0,2,benigno
10.59.218.15,198,175,27,4.4,0.735,18,0,3,brute_force
10.172.37.143,7,1,3,4477.4,0.134,0,0,1,benigno
10.63.5.70,6,1,1,5602.4,0.18,1,1,2,benigno
10.87.1.213,7,3,1,6048.1,0.115,0,1,2,benigno
10.74.119.69,146,0,1,513.2,0.034,0,0,1,benigno
10.169.232.187,9,0,2,5298.3,0.073,0,0,1,benigno
10.41.56.239,11,1,1,3756.0,0.102,0,1,1,benigno
10.215.244.140,6,0,1,3861.3,0.021,0,0,2,benigno
10.89.6.170,9,0,2,6543.5,0.037,0,0,1,benigno
10.105.140.65,6,1,2,1139.2,0.159,0,0,1,benigno
10.9.23.14,5,0,3,4401.6,0.035,0,0,1,benigno
10.209.18.34,9,0,1,2005.2,0.3,0,0,2,benigno
10.209.16.172,5,0,1,5716.8,0.036,0,1,1,benigno
10.131.155.80,198,168,37,8.7,0.326,10,0,1,brute_force
10.53.160.30,217,202,27,4.9,0.564,8,0,1,brute_force
10.42.155.123,13,0,2,4195.3,0.008,0,1,1,benigno
10.109.57.69,9,1,2,3179.6,0.174,0,0,1,benigno
10.246.56.174,6,1,1,3488.0,0.455,0,0,1,benigno
10.229.114.148,10,1,2,2959.6,0.088,1,0,1,benigno
10.119.247.169,5,1,1,3279.0,0.063,0,0,1,benigno
10.156.207.104,4,2,1,2531.7,0.266,0,0,1,benigno
10.187.225.117,7,2,3,2908.9,0.056,0,0,1,benigno
10.174.178.230,5,0,1,3627.9,0.032,0,1,1,benigno
10.96.250.196,5,1,2,1817.8,0.048,0,0,1,benigno
10.196.164.140,7,0,1,6897.1,0.067,0,1,2,benigno
10.86.199.112,9,2,1,1638.7,0.078,0,0,1,benigno
10.22.170.184,201,181,23,8.7,0.778,7,0,1,brute_force
10.63.215.30,6,0,1,3031.4,0.158,0,0,2,benigno
10.58.246.154,11,1,1,7230.0,0.034,0,1,2,benigno
10.21.212.220,7,0,1,6647.8,0.192,0,0,2,benigno
10.21.228.214,5,2,2,1663.1,0.004,0,0,1,benigno
10.173.189.29,7,0,1,2019.1,0.325,0,0,2,benigno
10.194.185.160,4,2,1,2745.7,0.157,0,0,1,benigno
10.12.217.213,4,0,1,4002.4,0.18,0,1,1,benigno
10.77.111.66,11,0,1,740.6,0.256,1,0,1,benigno
10.16.100.133,198,178,31,0.3,0.75,18,0,2,brute_force
10.232.123.88,9,0,2,4133.5,0.048,0,0,2,benigno
10.160.185.109,10,1,1,5821.5,0.007,0,0,1,benigno
10.221.128.74,13,12,2,2000.1,0.504,0,0,1,brute_force
10.125.31.41,11,9,4,1571.6,0.6,2,0,2,brute_force
10.72.247.46,6,0,2,4694.1,0.324,0,0,1,benigno
10.3.131.166,10,8,2,2675.8,0.819,2,0,1,brute_force
10.151.34.245,3,1,2,2283.0,0.122,0,1,1,benigno
10.234.116.253,205,188,25,5.8,0.643,6,0,1,brute_force
10.108.244.187,182,172,32,0.4,0.583,12,0,3,brute_force
10.214.11.69,9,1,2,5259.0,0.035,0,0,2,benigno
10.44.231.153,10,3,1,1536.7,0.063,0,0,2,benigno
10.69.219.166,7,1,1,5119.4,0.098,0,0,2,benigno
10.26.44.158,9,0,3,2721.6,0.348,0,0,2,benigno
10.188.43.176,11,1,2,3373.6,0.115,0,1,1,benigno
10.185.14.159,15,0,1,2730.6,0.553,0,1,1,benigno
10.11.159.135,7,2,3,1541.5,0.067,0,1,1,benigno
10.85.106.189,6,1,1,3014.6,0.291,0,1,2,benigno
10.246.247.192,6,2,1,3255.3,0.466,0,0,1,benigno
10.234.195.104,9,1,1,4236.2,0.142,0,1,2,benigno
10.48.159.178,7,0,1,8323.7,0.007,0,1,1,benigno
10.39.48.64,6,0,1,4157.5,0.126,0,0,1,benigno
10.185.92.30,5,1,2,2175.4,0.612,0,1,1,benigno
10.213.111.119,14,2,3,2474.5,0.133,0,0,2,benigno
10.145.29.26,5,0,1,2137.0,0.166,0,0,1,benigno
10.11.100.55,7,1,2,4162.9,0.105,0,1,1,benigno
10.212.59.206,133,1,1,536.0,0.174,0,0,1,benigno
10.40.169.199,180,175,30,2.5,0.811,13,0,2,brute_force
10.165.223.37,168,1,1,330.8,0.73,0,0,2,benigno
10.78.122.27,12,8,6,928.1,0.876,0,0,2,brute_force
10.130.165.138,10,0,1,3709.2,0.185,0,0,1,benigno
10.224.95.16,9,8,6,3445.2,0.77,2,0,1,brute_force
10.200.89.180,12,9,10,2934.7,0.642,2,0,1,brute_force
10.105.192.187,9,1,1,2946.1,0.26,0,0,1,benigno
10.117.89.222,4,2,2,2533.3,0.048,0,0,1,benigno
10.89.141.103,8,1,1,4951.7,0.474,0,0,1,benigno
10.211.195.241,8,0,1,1882.8,0.182,0,0,1,benigno
10.148.200.248,11,1,2,3774.0,0.082,0,1,1,benigno
10.222.241.252,11,0,3,4356.4,0.039,0,0,1,benigno
10.118.170.223,6,1,3,3927.3,0.247,0,0,1,benigno
10.160.111.59,6,1,1,4020.7,0.206,0,0,2,benigno
10.214.14.89,7,1,2,3805.3,0.464,0,0,1,benigno
10.184.239.183,6,1,3,4330.1,0.041,0,0,1,benigno
10.120.224.66,10,1,2,7933.0,0.2,0,0,1,benigno
10.151.213.3,7,0,2,2360.6,0.277,0,1,1,benigno
10.106.2.93,149,1,1,561.4,0.137,0,0,1,benigno
10.110.190.29,190,186,27,3.4,0.744,8,0,1,brute_force
10.91.48.153,188,177,22,0.6,0.496,16,1,2,brute_force
10.211.214.108,12,0,1,11264.6,0.093,0,0,1,benigno
10.147.47.228,8,1,2,9509.8,0.178,0,0,1,benigno
10.123.61.201,10,7,5,2838.2,0.181,1,0,1,brute_force
10.252.99.141,10,1,2,1469.9,0.027,0,0,2,benigno
10.183.252.12,204,195,30,1.3,0.766,13,0,2,brute_force
10.204.130.141,11,1,1,3568.3,0.186,0,0,1,benigno
10.159.76.82,5,1,1,2941.4,0.191,0,0,1,benigno
10.191.184.244,9,0,2,2839.5,0.093,0,1,1,benigno
10.187.172.19,5,1,1,3046.8,0.295,0,0,1,benigno
10.174.74.219,8,2,1,1962.0,0.231,0,0,2,benigno
10.80.47.163,11,10,3,1683.2,0.539,1,1,2,brute_force
10.12.16.141,5,1,1,8873.4,0.183,0,0,1,benigno
10.142.41.72,5,2,2,7404.5,0.064,0,0,1,benigno
10.179.19.42,8,0,3,4313.5,0.115,0,0,1,benigno
10.11.102.238,189,173,34,4.8,0.594,10,0,3,brute_force
10.57.51.14,3,0,1,5590.7,0.048,0,0,1,benigno
10.199.182.142,4,1,1,3561.5,0.214,0,1,1,benigno
10.68.250.60,4,0,1,3502.7,0.146,0,1,2,benigno
10.232.206.229,5,0,1,8211.3,0.087,0,0,1,benigno
10.40.193.153,10,1,3,2928.3,0.322,0,0,1,benigno
10.244.175.130,236,226,21,1.9,0.435,21,0,1,brute_force
10.136.133.193,8,1,1,3991.5,0.238,0,1,1,benigno
10.13.115.105,9,1,2,3069.6,0.229,1,0,1,benigno
10.145.219.128,6,1,3,3788.5,0.115,0,0,1,benigno
10.231.189.31,10,0,3,3837.0,0.122,0,0,1,benigno
10.44.150.161,188,171,36,6.2,0.635,7,0,1,brute_force
10.149.13.135,4,2,2,5132.9,0.18,0,0,2,benigno
10.155.57.15,178,171,36,0.3,0.579,11,0,3,brute_force
10.71.117.91,9,0,3,5120.6,0.215,0,1,1,benigno
10.9.98.232,8,7,6,2757.4,0.82,2,0,1,brute_force
10.77.239.211,174,152,33,1.3,0.602,12,0,1,brute_force
10.91.91.73,10,0,2,3640.0,0.262,0,0,1,benigno
10.161.138.172,12,2,1,5865.5,0.0,0,0,1,benigno
10.13.131.252,7,1,2,2909.5,0.078,0,1,2,benigno
10.96.66.128,7,0,1,2456.1,0.069,0,0,1,benigno
10.219.5.5,186,163,28,2.5,0.324,5,0,2,brute_force
10.217.31.2,10,0,1,3655.2,0.005,0,1,1,benigno
10.72.231.237,186,176,31,2.5,0.704,14,1,3,brute_force
10.228.253.240,7,2,2,2131.9,0.192,0,1,1,benigno
10.125.152.176,8,0,1,3764.5,0.223,0,1,1,benigno
10.220.135.20,7,6,1,2798.8,0.075,0,1,1,benigno
10.48.195.229,9,6,6,1681.6,0.397,2,0,1,brute_force
10.99.106.71,10,0,1,6189.2,0.142,0,0,1,benigno
10.43.154.68,9,0,1,3234.6,0.468,0,0,1,benigno
10.51.52.162,6,0,2,4746.4,0.098,0,0,2,benigno
10.162.64.243,8,1,3,3185.7,0.743,0,0,1,benigno
10.90.236.55,8,1,1,2144.0,0.562,0,0,1,benigno
10.193.80.219,4,1,1,1229.1,0.172,0,1,1,benigno
10.25.137.45,9,0,1,3274.5,0.076,0,1,2,benigno
10.143.123.227,13,12,2,2048.2,0.082,0,1,1,benigno
10.63.227.211,6,0,1,2371.5,0.009,0,1,1,benigno
10.9.95.242,4,1,1,3413.9,0.155,0,1,1,benigno
10.23.69.95,9,2,1,3123.0,0.093,0,1,2,benigno
10.28.159.4,203,198,24,9.1,0.597,13,0,1,brute_force
10.232.40.217,10,1,3,6657.0,0.105,0,0,1,benigno
10.183.137.241,6,0,2,2313.3,0.275,0,0,1,benigno
10.127.85.43,7,1,3,3239.2,0.178,0,1,1,benigno
10.79.249.63,3,0,1,3901.4,0.238,0,0,1,benigno
10.127.246.79,5,0,1,3870.0,0.123,0,0,2,benigno
10.218.16.133,7,1,2,5543.5,0.049,0,0,1,benigno
10.176.228.244,8,2,2,2936.0,0.094,0,0,1,benigno
10.33.112.13,192,176,46,3.3,0.908,10,0,1,brute_force
10.157.237.240,9,2,2,3591.5,0.025,0,1,1,benigno
10.45.86.212,6,0,2,6542.0,0.548,0,0,1,benigno
10.169.93.99,212,205,26,0.8,0.697,11,0,3,brute_force
10.64.170.185,9,0,2,3985.9,0.158,0,0,1,benigno
10.180.170.13,206,185,30,0.6,0.55,9,0,1,brute_force
10.84.196.135,207,199,26,6.4,0.502,14,0,1,brute_force
10.28.79.221,10,0,1,4386.9,0.141,0,0,1,benigno
10.9.151.117,12,0,3,2503.9,0.209,0,0,1,benigno
10.230.164.83,9,1,1,2695.2,0.06,0,1,1,benigno
10.225.174.232,8,1,1,5971.6,0.044,0,0,1,benigno
10.58.158.37,7,0,1,2145.4,0.494,0,1,2,benigno
10.131.28.140,5,0,3,5437.6,0.027,0,1,1,benigno
10.54.118.197,9,2,1,4699.3,0.221,0,0,1,benigno
10.124.178.227,4,3,2,3148.8,0.232,0,0,2,benigno
10.72.17.189,10,2,1,4140.4,0.111,0,1,1,benigno
10.83.187.222,8,1,1,3029.0,0.106,0,1,1,benigno
10.251.89.2,7,0,1,1786.7,0.298,0,0,1,benigno
10.12.50.115,11,9,2,5032.8,0.173,0,1,1,benigno
10.51.84.236,197,186,29,6.9,0.586,15,0,1,brute_force
10.106.138.249,170,166,27,4.6,0.456,19,1,1,brute_force
10.1.181.185,8,0,3,5777.8,0.134,0,1,1,benigno
10.151.202.154,16,0,1,4423.1,0.511,0,0,1,benigno
10.50.116.41,198,182,28,4.4,0.806,11,0,1,brute_force
10.62.166.37,6,1,2,1569.9,0.353,0,0,1,benigno
10.179.16.155,7,1,1,3586.8,0.486,0,0,1,benigno
10.176.254.6,10,1,2,2396.8,0.34,0,0,2,benigno
10.104.224.78,8,1,1,3955.3,0.109,1,1,1,benigno
10.164.200.73,13,2,1,3137.3,0.129,0,0,1,benigno
10.3.185.11,10,8,1,5173.9,0.153,0,1,1,benigno
10.24.116.194,3,0,1,4678.4,0.237,0,1,1,benigno
10.126.131.106,6,1,1,2704.0,0.217,0,0,1,benigno
10.184.67.38,11,2,1,4628.1,0.242,0,1,1,benigno
10.77.187.178,12,0,1,815.7,0.9,0,0,1,benigno
10.127.34.155,9,1,2,3196.5,0.22,0,0,1,benigno
10.83.95.123,7,2,3,2128.4,0.238,0,0,1,benigno
10.198.33.132,4,1,2,3096.6,0.238,0,1,2,benigno
10.184.38.220,6,1,2,4429.6,0.019,0,0,1,benigno
10.109.202.48,12,11,4,5542.7,0.646,1,1,1,brute_force
10.144.186.71,5,2,2,4376.8,0.113,1,1,1,benigno
10.9.68.56,5,1,1,4270.9,0.292,0,0,2,benigno
10.48.180.164,8,1,1,3922.2,0.084,0,1,2,benigno
10.232.61.240,10,1,1,6121.8,0.287,0,1,1,benigno
10.40.69.132,6,1,1,2632.9,0.052,0,0,1,benigno
10.239.58.245,7,1,1,6971.3,0.054,0,1,1,benigno
10.110.67.248,195,178,23,4.3,0.625,3,0,2,brute_force
10.81.98.211,7,0,3,900.6,0.409,0,0,1,benigno
10.247.89.107,7,3,1,2547.4,0.051,0,0,1,benigno
10.102.20.223,6,0,1,1830.9,0.066,0,1,1,benigno
10.72.184.74,7,2,1,2810.5,0.192,0,1,1,benigno
10.23.98.181,4,2,2,1952.6,0.034,0,0,1,benigno
10.156.171.196,197,190,35,4.6,0.565,12,0,3,brute_force
10.0.15.241,5,0,1,4140.2,0.135,0,1,1,benigno
10.152.95.101,21,1,2,4379.6,0.716,0,1,1,benigno
10.37.22.162,220,206,26,0.2,0.573,12,0,1,brute_force
10.57.166.108,7,0,1,4196.0,0.123,0,1,1,benigno
10.210.111.205,8,1,2,1459.6,0.018,0,0,1,benigno
10.99.20.68,11,8,6,3616.2,0.369,1,0,1,brute_force
10.64.238.178,5,1,2,2744.5,0.358,0,0,1,benigno
10.154.217.227,10,0,1,674.8,0.018,0,0,1,benigno
10.38.99.209,7,0,1,2710.1,0.213,0,0,1,benigno
10.19.29.251,6,1,3,1466.8,0.166,0,0,2,benigno
10.1.75.126,9,7,2,6802.4,0.406,1,0,1,brute_force
10.153.254.174,9,0,1,2836.8,0.201,0,1,1,benigno
10.24.215.58,6,1,1,2473.0,0.043,0,0,2,benigno
10.175.175.207,2,1,1,3517.3,0.023,0,0,1,benigno
10.217.176.56,9,1,1,2782.5,0.339,0,0,1,benigno
10.175.143.139,6,1,1,7383.7,0.082,0,0,1,benigno
10.156.6.93,4,0,2,2477.6,0.059,0,0,1,benigno
10.44.33.86,6,1,3,3923.3,0.289,0,0,2,benigno
10.160.66.166,5,1,1,5323.9,0.294,0,0,1,benigno
10.183.167.228,7,1,1,2077.3,0.104,0,0,2,benigno
10.4.245.90,12,10,1,7038.0,0.136,0,1,2,benigno
10.96.39.110,7,2,2,3227.6,0.161,0,1,1,benigno
10.139.231.90,7,2,1,2136.0,0.243,0,1,1,benigno
10.218.254.47,6,0,1,6721.4,0.333,0,1,1,benigno
10.35.81.149,11,1,3,3168.8,0.144,0,1,1,benigno
10.11.213.252,8,2,2,2595.7,0.278,0,0,1,benigno
10.237.84.166,6,3,1,3412.2,0.303,0,0,2,benigno
10.169.80.241,3,0,3,4906.7,0.047,0,0,1,benigno
10.177.19.215,4,1,1,3853.7,0.101,0,0,1,benigno
10.80.144.153,6,0,1,4170.1,0.007,0,0,2,benigno
10.147.207.58,5,0,1,2537.1,0.057,0,0,1,benigno
10.183.211.3,3,2,2,3017.5,0.32,0,0,1,benigno
10.163.27.213,6,1,2,2311.3,0.119,0,0,1,benigno
10.154.60.213,7,2,1,4509.2,0.134,0,0,1,benigno
10.93.109.153,11,9,3,3643.5,0.689,1,0,1,brute_force
10.68.127.56,4,0,2,4527.1,0.138,0,0,1,benigno
10.156.123.139,7,1,2,1286.3,0.196,0,1,1,benigno
10.71.11.168,190,172,38,5.3,0.8,12,0,3,brute_force
10.150.55.196,18,14,2,5955.6,0.467,1,0,2,benigno
10.121.37.63,4,0,1,2351.7,0.171,0,1,2,benigno
10.95.77.177,4,1,1,3668.7,0.155,0,0,1,benigno
10.233.146.137,9,1,1,4107.9,0.005,0,0,1,benigno
10.124.250.11,10,1,1,1697.2,0.327,0,1,1,benigno
10.239.69.85,7,1,1,6770.6,0.486,0,0,1,benigno
10.59.241.249,8,1,1,1706.9,0.022,0,0,1,benigno
10.56.145.137,11,0,1,2814.5,0.014,0,0,1,benigno
10.230.226.5,15,13,1,6969.5,0.371,0,1,1,benigno
10.129.248.136,9,1,1,3605.1,0.114,0,0,2,benigno
10.151.97.133,7,1,1,3917.3,0.36,0,1,2,benigno
10.43.179.172,207,186,35,2.4,0.765,8,0,1,brute_force
10.104.92.210,6,0,1,4476.6,0.092,0,0,1,benigno
10.84.79.91,189,185,20,5.3,0.766,10,0,3,brute_force
10.142.239.111,8,1,1,4560.2,0.093,0,1,2,benigno
10.89.175.159,8,1,2,6213.0,0.018,0,1,1,benigno
10.109.185.141,10,1,2,3291.1,0.36,0,0,2,benigno
10.99.152.150,5,0,1,2732.3,0.419,0,0,1,benigno
10.177.23.46,11,0,1,3019.7,0.192,0,0,1,benigno
10.106.132.225,14,0,1,6744.9,0.285,0,1,1,benigno
10.224.153.161,4,1,2,1661.3,0.439,0,0,1,benigno
10.13.160.1,9,0,2,6757.1,0.575,0,0,2,benigno
10.158.184.118,8,0,1,1859.6,0.113,0,1,2,benigno
10.178.189.185,211,180,24,2.9,0.61,8,0,1,brute_force
10.118.69.163,14,10,1,3976.3,0.068,0,1,2,benigno
10.201.198.141,5,2,2,2019.0,0.336,0,0,1,benigno
10.190.68.247,14,13,1,3736.5,0.148,0,0,1,benigno
10.185.235.73,7,1,2,4286.8,0.091,0,0,2,benigno
10.112.135.112,7,1,3,6654.3,0.364,0,0,2,benigno
10.126.189.81,15,11,1,2896.9,0.128,0,0,1,benigno
10.191.29.150,186,178,25,2.0,0.248,15,1,3,brute_force
10.191.129.146,4,1,2,1452.1,0.084,0,0,1,benigno
10.116.51.239,8,0,2,1652.6,0.111,0,0,2,benigno
10.199.130.105,132,2,1,449.3,0.383,0,0,1,benigno
10.253.104.221,5,0,1,5834.0,0.045,0,0,1,benigno
10.124.211.19,4,1,3,2507.0,0.286,0,0,1,benigno
10.89.190.149,11,10,5,1435.8,0.403,3,0,2,brute_force
10.109.228.124,12,11,3,3948.6,0.312,2,0,1,brute_force
10.57.176.224,9,2,3,5480.7,0.159,0,0,1,benigno
10.111.139.221,6,1,1,3360.2,0.307,0,0,1,benigno
10.71.72.119,10,9,2,2565.0,0.302,2,0,1,brute_force
10.186.194.60,196,173,32,3.5,0.543,6,0,3,brute_force
10.251.102.196,6,0,1,6132.8,0.034,0,0,2,benigno
10.201.172.35,8,0,1,11376.8,0.013,0,1,1,benigno
10.247.200.210,3,1,1,5082.9,0.471,0,0,1,benigno
10.246.202.210,9,0,2,8160.6,0.239,0,0,1,benigno
10.74.91.94,9,7,5,1263.8,0.621,1,1,1,brute_force
10.104.21.191,5,0,1,2956.2,0.07,0,0,2,benigno
10.238.218.115,6,1,1,2543.1,0.226,0,0,1,benigno
10.233.39.147,8,2,1,5028.9,0.209,0,0,1,benigno
10.4.3.249,7,1,1,2052.1,0.291,0,0,1,benigno
10.53.49.25,6,0,1,6694.9,0.03,0,0,1,benigno
10.93.37.125,8,2,2,5474.0,0.045,0,0,2,benigno
10.92.213.252,190,168,32,3.0,0.803,16,0,3,brute_force
10.200.18.128,7,0,1,2879.5,0.15,0,0,1,benigno
10.225.33.168,9,1,3,3214.4,0.228,0,0,1,benigno
10.167.199.100,7,1,1,1782.1,0.144,0,1,2,benigno
10.219.98.172,5,2,2,6017.3,0.057,1,0,1,benigno
10.58.222.3,14,1,1,10143.7,0.946,0,0,1,benigno
10.199.245.190,8,1,2,2835.7,0.08,0,0,1,benigno
10.59.103.97,14,2,2,3823.8,0.015,1,1,1,benigno
10.250.216.101,9,1,2,2406.8,0.052,0,0,1,benigno
10.86.162.94,9,1,1,2095.9,0.098,0,0,1,benigno
10.179.75.95,7,1,1,4729.5,0.089,0,0,1,benigno
10.38.141.108,8,1,2,2576.7,0.631,0,0,1,benigno
10.247.2.109,9,8,2,2795.2,0.909,0,0,1,brute_force
10.231.22.41,5,1,2,4969.2,0.114,0,0,2,benigno
10.76.43.147,10,0,2,2979.2,0.753,0,0,2,benigno
10.7.3.132,9,2,2,3659.2,0.212,0,0,2,benigno
10.219.23.101,5,1,1,1460.5,0.055,0,1,1,benigno
10.111.44.19,4,1,1,1728.0,0.18,0,0,2,benigno
10.104.238.27,7,0,3,2853.0,0.11,0,0,1,benigno
10.221.100.202,190,172,28,2.8,0.353,11,0,1,brute_force
10.119.142.54,7,1,1,1904.7,0.112,0,1,1,benigno
10.192.33.209,8,0,3,2388.1,0.022,0,1,1,benigno
10.238.156.91,6,1,1,5997.4,0.013,0,1,1,benigno
10.201.139.200,10,2,3,4860.7,0.292,0,0,1,benigno
10.132.188.44,4,0,1,4540.3,0.06,0,0,1,benigno
10.220.78.123,200,182,27,5.5,0.509,9,0,3,brute_force
10.198.187.103,7,1,2,3476.2,0.054,0,0,2,benigno
10.173.60.220,6,0,2,2898.2,0.076,0,1,2,benigno
10.3.5.69,9,0,2,2821.8,0.081,0,0,1,benigno
